ID,True Label,Predicted Label
30970,132,132
30971,84,88
30972,81,82
30973,104,24
30974,78,49
30975,92,99
30976,29,19
30977,42,42
30978,110,108
30979,79,91
30980,58,77
30981,112,112
30982,67,84
30983,108,108
30984,25,19
30985,31,34
30986,108,108
30987,70,70
30988,91,79
30989,90,49
30990,108,108
30991,25,25
30992,23,48
30993,112,112
30994,125,58
30995,54,125
30996,104,103
30997,19,19
30998,69,67
30999,54,55
31000,133,133
31001,52,52
31002,84,91
31003,16,25
31004,75,108
31005,99,52
31006,25,19
31007,56,70
31008,7,55
31009,67,68
31010,10,108
31011,26,80
31012,44,108
31013,27,127
31014,25,49
31015,79,79
31016,124,36
31017,31,19
31018,133,103
31019,75,36
31020,85,85
31021,79,79
31022,108,108
31023,60,108
31024,75,72
31025,108,108
31026,58,58
31027,85,49
31028,116,77
31029,77,112
31030,28,28
31031,18,91
31032,60,42
31033,110,108
31034,133,103
31035,84,84
31036,100,126
31037,111,108
31038,84,85
31039,58,58
31040,52,100
31041,108,108
31042,112,112
31043,78,91
31044,71,70
31045,32,49
31046,22,49
31047,96,2
31048,67,28
31049,67,67
31050,79,19
31051,26,25
31052,113,58
31053,104,113
31054,86,85
31055,100,49
31056,74,106
31057,96,108
31058,37,108
31059,91,25
31060,75,108
31061,82,88
31062,28,28
31063,52,52
31064,10,75
31065,103,103
31066,108,108
31067,42,85
31068,113,84
31069,134,77
31070,108,108
31071,77,77
31072,51,25
31073,102,132
31074,108,108
31075,88,85
31076,113,64
31077,91,91
31078,26,26
31079,110,108
31080,8,35
31081,75,110
31082,103,103
31083,25,132
31084,64,98
31085,125,58
31086,86,26
31087,27,28
31088,71,85
31089,21,48
31090,44,86
31091,70,70
31092,25,78
31093,102,103
31094,132,132
31095,80,108
31096,42,36
31097,66,77
31098,85,108
31099,55,87
31100,46,36
31101,132,77
31102,108,108
31103,84,101
31104,104,75
31105,98,64
31106,108,108
31107,24,21
31108,23,22
31109,104,102
31110,104,103
31111,103,103
31112,110,108
31113,50,18
31114,108,108
31115,108,76
31116,113,77
31117,98,77
31118,110,1
31119,58,53
31120,70,70
31121,88,88
31122,108,108
31123,31,19
31124,58,58
31125,75,17
31126,71,70
31127,134,103
31128,77,133
31129,71,70
31130,25,70
31131,102,132
31132,2,108
31133,108,108
31134,133,103
31135,106,106
31136,113,58
31137,33,28
31138,68,67
31139,134,1
31140,108,1
31141,73,106
31142,51,100
31143,120,132
31144,57,108
31145,28,29
31146,126,77
31147,33,18
31148,102,106
31149,24,109
31150,70,70
31151,108,108
31152,111,108
31153,110,108
31154,8,24
31155,24,67
31156,121,71
31157,19,108
31158,70,70
31159,22,22
31160,42,108
31161,70,70
31162,24,84
31163,68,48
31164,134,108
31165,132,132
31166,84,84
31167,113,106
31168,130,70
31169,70,70
31170,112,77
31171,48,55
31172,88,88
31173,132,132
31174,59,104
31175,86,71
31176,31,34
31177,67,67
31178,85,85
31179,123,123
31180,98,98
31181,85,42
31182,103,104
31183,122,80
31184,114,58
31185,108,108
31186,103,103
31187,104,103
31188,70,70
31189,112,77
31190,25,34
31191,73,106
31192,133,134
31193,76,108
31194,70,70
31195,24,86
31196,44,109
31197,67,84
31198,69,70
31199,70,70
31200,22,34
31201,38,83
31202,26,26
31203,19,28
31204,11,108
31205,57,77
31206,52,91
31207,89,79
31208,75,75
31209,110,108
31210,81,85
31211,81,85
31212,108,108
31213,110,108
31214,37,36
31215,70,70
31216,109,108
31217,72,111
31218,34,22
31219,52,100
31220,38,24
31221,54,91
31222,17,108
31223,67,68
31224,113,85
31225,108,108
31226,98,77
31227,112,98
31228,133,103
31229,68,84
31230,113,113
31231,77,101
31232,26,25
31233,120,121
31234,133,103
31235,97,108
31236,77,98
31237,78,91
31238,34,34
31239,90,91
31240,50,100
31241,68,55
31242,24,25
31243,108,77
31244,97,108
31245,52,49
31246,58,108
31247,22,49
31248,21,22
31249,109,109
31250,99,99
31251,25,25
31252,25,49
31253,133,132
31254,17,17
31255,134,58
31256,108,108
31257,101,100
31258,53,70
31259,133,103
31260,72,42
31261,49,25
31262,84,19
31263,19,19
31264,70,88
31265,82,81
31266,53,42
31267,69,132
31268,86,86
31269,109,108
31270,81,82
31271,26,100
31272,84,42
31273,54,55
31274,111,58
31275,99,99
31276,123,82
31277,103,103
31278,132,132
31279,85,85
31280,28,91
31281,22,22
31282,34,108
31283,77,77
31284,55,70
31285,90,91
31286,60,70
31287,104,103
31288,102,103
31289,25,83
31290,83,52
31291,133,103
31292,18,22
31293,111,76
31294,70,70
31295,49,22
31296,115,111
31297,70,70
31298,108,108
31299,71,70
31300,108,108
31301,76,76
31302,25,134
31303,109,108
31304,103,103
31305,7,67
31306,44,125
31307,103,103
31308,134,108
31309,24,25
31310,118,25
31311,112,112
31312,68,67
31313,45,102
31314,111,85
31315,55,87
31316,51,25
31317,82,82
31318,85,85
31319,25,101
31320,71,79
31321,26,47
31322,109,108
31323,132,132
31324,108,19
31325,66,22
31326,133,103
31327,55,55
31328,2,108
31329,51,52
31330,32,79
31331,103,102
31332,108,108
31333,96,36
31334,132,85
31335,81,82
31336,92,92
31337,129,70
31338,28,84
31339,98,113
31340,101,49
31341,86,85
31342,52,52
31343,27,26
31344,79,77
31345,52,108
31346,113,108
31347,96,108
31348,109,75
31349,69,70
31350,53,121
31351,126,85
31352,3,17
31353,116,24
31354,112,77
31355,26,70
31356,79,79
31357,108,42
31358,113,72
31359,59,57
31360,71,70
31361,102,132
31362,122,121
31363,87,55
31364,70,70
31365,103,103
31366,112,77
31367,108,108
31368,111,85
31369,34,19
31370,116,58
31371,2,0
31372,44,104
31373,103,103
31374,62,70
31375,100,101
31376,70,55
31377,6,55
31378,51,100
31379,24,25
31380,25,25
31381,25,85
31382,108,108
31383,49,22
31384,92,79
31385,77,113
31386,16,88
31387,109,108
31388,100,79
31389,42,108
31390,44,113
31391,84,84
31392,28,28
31393,24,77
31394,3,58
31395,1,77
31396,57,58
31397,86,85
31398,110,108
31399,79,28
31400,52,25
31401,135,105
31402,85,49
31403,103,103
31404,108,0
31405,130,71
31406,103,103
31407,108,108
31408,86,71
31409,96,108
31410,108,108
31411,57,58
31412,91,91
31413,66,87
31414,53,42
31415,92,79
31416,57,58
31417,86,86
31418,11,108
31419,75,108
31420,56,25
31421,109,108
31422,42,111
31423,68,98
31424,112,25
31425,100,52
31426,100,100
31427,70,70
31428,133,103
31429,67,67
31430,81,85
31431,91,19
31432,54,127
31433,0,1
31434,101,18
31435,124,81
31436,84,84
31437,100,25
31438,26,67
31439,78,92
31440,102,104
31441,19,34
31442,24,102
31443,47,108
31444,108,108
31445,27,28
31446,104,134
31447,2,109
31448,124,42
31449,47,49
31450,86,111
31451,17,6
31452,80,49
31453,67,71
31454,35,35
31455,61,43
31456,2,108
31457,133,133
31458,123,82
31459,78,79
31460,108,108
31461,79,79
31462,77,58
31463,127,126
31464,84,85
31465,0,108
31466,66,70
31467,24,24
31468,69,85
31469,108,108
31470,1,1
31471,31,25
31472,90,49
31473,73,77
31474,43,42
31475,103,103
31476,41,113
31477,25,84
31478,85,85
31479,84,70
31480,70,55
31481,98,108
31482,66,68
31483,86,84
31484,71,84
31485,25,84
31486,25,35
31487,48,24
31488,104,133
31489,110,109
31490,113,70
31491,113,85
31492,98,102
31493,69,70
31494,102,68
31495,79,25
31496,105,106
31497,22,55
31498,109,108
31499,81,82
31500,90,25
31501,132,68
31502,55,55
31503,92,80
31504,22,25
31505,84,124
31506,58,77
31507,52,52
31508,89,36
31509,104,103
31510,49,49
31511,49,34
31512,108,108
31513,47,68
31514,106,106
31515,107,112
31516,81,85
31517,134,108
31518,108,108
31519,78,79
31520,67,67
31521,108,108
31522,38,24
31523,34,19
31524,78,19
31525,68,84
31526,88,85
31527,87,84
31528,85,42
31529,98,59
31530,76,108
31531,55,55
31532,100,51
31533,108,108
31534,24,48
31535,82,88
31536,26,84
31537,127,28
31538,29,19
31539,70,70
31540,28,79
31541,22,22
31542,82,85
31543,100,100
31544,104,98
31545,79,80
31546,103,103
31547,50,67
31548,67,70
31549,111,106
31550,77,18
31551,99,100
31552,77,98
31553,98,77
31554,29,29
31555,134,108
31556,51,52
31557,112,104
31558,134,103
31559,79,79
31560,104,58
31561,98,98
31562,132,132
31563,0,80
31564,111,108
31565,38,86
31566,83,52
31567,103,103
31568,53,52
31569,81,82
31570,104,132
31571,22,22
31572,98,57
31573,106,106
31574,97,108
31575,79,79
31576,66,84
31577,24,24
31578,128,79
31579,34,100
31580,65,77
31581,85,85
31582,33,19
31583,125,124
31584,75,101
31585,56,70
31586,110,108
31587,78,52
31588,22,34
31589,77,77
31590,104,103
31591,96,108
31592,110,9
31593,104,104
31594,57,125
31595,42,26
31596,34,22
31597,25,92
31598,48,22
31599,60,60
31600,68,84
31601,72,71
31602,27,91
31603,109,108
31604,108,108
31605,6,4
31606,2,108
31607,21,22
31608,55,55
31609,51,52
31610,25,84
31611,65,127
31612,68,79
31613,1,108
31614,58,58
31615,85,85
31616,101,101
31617,100,19
31618,64,98
31619,50,24
31620,78,78
31621,108,108
31622,109,108
31623,49,49
31624,97,108
31625,67,70
31626,127,127
31627,120,70
31628,9,113
31629,104,134
31630,22,132
31631,109,1
31632,49,77
31633,29,26
31634,34,49
31635,103,103
31636,83,82
31637,68,67
31638,131,70
31639,81,121
31640,86,84
31641,108,108
31642,77,77
31643,133,103
31644,53,67
31645,42,43
31646,91,91
31647,20,19
31648,11,108
31649,22,22
31650,99,99
31651,18,49
31652,54,67
31653,26,84
31654,66,21
31655,28,20
31656,74,102
31657,28,27
31658,84,100
31659,72,36
31660,126,85
31661,103,103
31662,17,36
31663,68,26
31664,50,84
31665,108,108
31666,35,70
31667,31,34
31668,86,85
31669,67,67
31670,16,126
31671,26,24
31672,103,103
31673,113,88
31674,18,86
31675,66,67
31676,68,79
31677,70,70
31678,108,108
31679,24,55
31680,86,102
31681,108,108
31682,113,53
31683,79,79
31684,109,108
31685,29,28
31686,36,108
31687,134,112
31688,45,108
31689,77,77
31690,44,132
31691,26,99
31692,90,28
31693,124,43
31694,51,52
31695,10,108
31696,43,85
31697,25,67
31698,86,42
31699,82,19
31700,132,108
31701,38,78
31702,49,55
31703,69,70
31704,25,19
31705,86,75
31706,26,85
31707,108,108
31708,8,71
31709,79,19
31710,71,124
31711,108,108
31712,98,77
31713,113,77
31714,50,100
31715,28,28
31716,2,108
31717,121,132
31718,108,108
31719,104,103
31720,81,81
31721,82,125
31722,45,17
31723,85,85
31724,33,19
31725,24,71
31726,56,71
31727,109,108
31728,69,70
31729,34,22
31730,9,108
31731,109,108
31732,58,103
31733,112,68
31734,76,108
31735,22,68
31736,77,77
31737,24,48
31738,126,124
31739,70,70
31740,26,42
31741,37,86
31742,36,82
31743,109,44
31744,52,100
31745,109,109
31746,53,83
31747,108,108
31748,43,68
31749,40,106
31750,66,25
31751,11,108
31752,26,79
31753,43,43
31754,77,77
31755,70,71
31756,103,103
31757,123,25
31758,78,25
31759,24,68
31760,104,103
31761,68,121
31762,108,108
31763,58,58
31764,23,25
31765,85,85
31766,132,103
31767,125,98
31768,104,133
31769,55,55
31770,75,52
31771,70,70
31772,84,55
31773,59,21
31774,26,25
31775,82,85
31776,51,100
31777,6,6
31778,102,104
31779,113,134
31780,124,36
31781,27,27
31782,132,77
31783,100,100
31784,111,9
31785,103,103
31786,116,112
31787,111,43
31788,85,85
31789,85,85
31790,1,92
31791,80,79
31792,80,79
31793,113,106
31794,104,133
31795,83,82
31796,45,36
31797,123,132
31798,97,104
31799,80,132
31800,51,109
31801,66,85
31802,85,85
31803,97,19
31804,103,103
31805,108,108
31806,70,70
31807,52,100
31808,134,133
31809,85,85
31810,96,80
31811,45,85
31812,34,34
31813,48,101
31814,77,77
31815,108,108
31816,103,133
31817,77,77
31818,110,108
31819,30,55
31820,27,77
31821,86,86
31822,108,108
31823,86,25
31824,36,36
31825,77,77
31826,22,22
31827,35,35
31828,109,108
31829,26,70
31830,0,108
31831,97,108
31832,83,82
31833,103,103
31834,17,70
31835,83,86
31836,42,108
31837,53,99
31838,110,108
31839,68,67
31840,83,83
31841,84,84
31842,27,79
31843,27,27
31844,102,79
31845,29,19
31846,130,70
31847,78,79
31848,108,110
31849,20,22
31850,133,103
31851,78,28
31852,104,102
31853,58,1
31854,124,85
31855,85,85
31856,24,106
31857,27,18
31858,28,19
31859,25,34
31860,83,82
31861,40,103
31862,25,25
31863,103,103
31864,20,19
31865,38,85
31866,95,67
31867,108,108
31868,78,79
31869,65,57
31870,28,28
31871,55,55
31872,2,0
31873,67,67
31874,67,84
31875,91,91
31876,2,108
31877,86,86
31878,110,1
31879,6,22
31880,109,108
31881,101,100
31882,26,49
31883,78,19
31884,78,132
31885,29,99
31886,98,17
31887,116,132
31888,132,132
31889,113,67
31890,38,36
31891,24,67
31892,73,106
31893,33,34
31894,50,49
31895,28,28
31896,103,108
31897,7,70
31898,18,91
31899,18,19
31900,133,103
31901,108,108
31902,127,126
31903,131,67
31904,70,70
31905,36,111
31906,104,103
31907,22,34
31908,24,79
31909,75,77
31910,41,1
31911,108,108
31912,52,100
31913,2,108
31914,44,67
31915,96,108
31916,79,79
31917,25,25
31918,136,132
31919,50,49
31920,97,109
31921,113,108
31922,49,35
31923,108,108
31924,108,108
31925,68,67
31926,125,25
31927,44,108
31928,52,51
31929,85,85
31930,62,99
31931,110,109
31932,131,68
31933,59,58
31934,99,126
31935,85,85
31936,19,19
31937,107,133
31938,134,1
31939,133,103
31940,99,52
31941,121,121
31942,9,108
31943,69,68
31944,96,42
31945,49,49
31946,86,85
31947,19,78
31948,44,108
31949,6,126
31950,109,108
31951,90,80
31952,58,58
31953,109,108
31954,26,91
31955,102,103
31956,77,68
31957,108,108
31958,52,100
31959,80,79
31960,48,68
31961,112,108
31962,84,84
31963,113,1
31964,11,108
31965,80,78
31966,103,103
31967,31,22
31968,56,87
31969,118,100
31970,67,70
31971,69,70
31972,44,121
31973,44,132
31974,59,113
31975,84,85
31976,31,112
31977,51,18
31978,108,108
31979,91,91
31980,100,52
31981,109,108
31982,103,103
31983,96,108
31984,79,79
31985,68,25
31986,53,101
31987,113,112
31988,85,85
31989,83,82
31990,134,108
31991,19,19
31992,76,108
31993,113,108
31994,19,19
31995,66,92
31996,22,23
31997,124,124
31998,34,49
31999,53,125
32000,0,9
32001,85,85
32002,112,112
32003,109,108
32004,46,108
32005,35,25
32006,69,70
32007,6,22
32008,19,19
32009,107,106
32010,19,19
32011,44,77
32012,98,103
32013,103,103
32014,86,85
32015,109,108
32016,25,91
32017,108,108
32018,33,79
32019,104,103
32020,109,108
32021,6,79
32022,49,22
32023,109,108
32024,77,113
32025,112,75
32026,104,103
32027,44,71
32028,79,80
32029,84,84
32030,104,58
32031,104,59
32032,44,102
32033,98,77
32034,116,77
32035,75,26
32036,80,80
32037,67,70
32038,59,58
32039,128,19
32040,112,77
32041,98,58
32042,102,104
32043,25,25
32044,40,106
32045,80,121
32046,77,88
32047,83,68
32048,100,100
32049,72,77
32050,97,108
32051,28,28
32052,68,101
32053,96,108
32054,41,53
32055,58,43
32056,109,58
32057,26,43
32058,108,108
32059,133,103
32060,26,109
32061,130,84
32062,52,100
32063,71,70
32064,57,104
32065,68,68
32066,76,9
32067,2,108
32068,44,112
32069,67,103
32070,108,108
32071,78,25
32072,104,133
32073,132,132
32074,37,36
32075,55,55
32076,134,134
32077,112,108
32078,108,108
32079,85,85
32080,25,79
32081,22,67
32082,49,49
32083,124,124
32084,67,80
32085,42,123
32086,102,103
32087,75,108
32088,45,36
32089,20,78
32090,101,77
32091,84,101
32092,94,91
32093,77,66
32094,127,25
32095,108,108
32096,44,113
32097,104,103
32098,67,25
32099,99,99
32100,103,1
32101,83,75
32102,112,85
32103,69,70
32104,109,109
32105,52,100
32106,125,132
32107,123,99
32108,110,134
32109,85,85
32110,37,36
32111,102,103
32112,25,19
32113,106,106
32114,102,103
32115,0,108
32116,108,108
32117,69,55
32118,63,55
32119,55,55
32120,73,77
32121,71,77
32122,50,68
32123,23,49
32124,121,84
32125,9,1
32126,108,108
32127,66,47
32128,66,70
32129,85,85
32130,85,82
32131,109,108
32132,124,57
32133,111,85
32134,111,19
32135,130,70
32136,129,70
32137,134,1
32138,37,108
32139,66,25
32140,113,67
32141,111,64
32142,108,108
32143,109,108
32144,102,103
32145,133,103
32146,48,67
32147,104,103
32148,102,132
32149,102,103
32150,108,108
32151,98,108
32152,51,51
32153,75,17
32154,75,71
32155,46,58
32156,103,103
32157,44,113
32158,106,106
32159,25,80
32160,52,52
32161,28,127
32162,26,26
32163,104,103
32164,106,106
32165,108,108
32166,109,108
32167,17,25
32168,76,9
32169,115,108
32170,49,35
32171,100,100
32172,92,78
32173,82,85
32174,100,100
32175,53,52
32176,108,108
32177,76,1
32178,121,121
32179,68,121
32180,108,108
32181,117,101
32182,108,108
32183,115,108
32184,111,108
32185,130,69
32186,79,79
32187,25,67
32188,54,55
32189,1,58
32190,34,22
32191,34,19
32192,109,108
32193,75,1
32194,25,19
32195,86,86
32196,124,75
32197,134,102
32198,70,84
32199,108,108
32200,109,108
32201,82,111
32202,104,103
32203,111,19
32204,21,55
32205,70,67
32206,25,35
32207,85,43
32208,67,70
32209,108,108
32210,103,103
32211,66,132
32212,95,29
32213,45,108
32214,108,108
32215,9,9
32216,16,19
32217,34,22
32218,56,55
32219,17,77
32220,126,79
32221,10,9
32222,102,133
32223,118,92
32224,47,24
32225,133,103
32226,80,80
32227,9,75
32228,123,84
32229,18,84
32230,101,53
32231,87,70
32232,58,58
32233,134,108
32234,55,55
32235,49,25
32236,71,100
32237,104,77
32238,60,85
32239,96,108
32240,91,20
32241,67,67
32242,108,108
32243,61,75
32244,26,24
32245,103,103
32246,22,22
32247,98,77
32248,85,85
32249,89,84
32250,134,112
32251,42,36
32252,108,108
32253,54,70
32254,26,92
32255,99,132
32256,43,85
32257,113,77
32258,124,124
32259,71,108
32260,17,108
32261,34,34
32262,99,99
32263,112,77
32264,89,85
32265,55,55
32266,58,58
32267,105,106
32268,72,42
32269,116,112
32270,88,85
32271,19,22
32272,22,22
32273,108,108
32274,102,133
32275,75,77
32276,56,66
32277,57,54
32278,130,70
32279,113,105
32280,96,36
32281,104,1
32282,57,108
32283,39,36
32284,71,67
32285,98,108
32286,22,22
32287,80,126
32288,96,36
32289,96,108
32290,52,100
32291,86,85
32292,76,108
32293,103,103
32294,34,22
32295,108,108
32296,80,78
32297,109,108
32298,133,106
32299,108,108
32300,77,77
32301,52,52
32302,28,100
32303,133,103
32304,85,85
32305,35,70
32306,46,132
32307,15,25
32308,58,58
32309,100,52
32310,36,36
32311,91,91
32312,19,19
32313,49,22
32314,70,70
32315,123,85
32316,100,52
32317,66,91
32318,132,132
32319,38,112
32320,69,70
32321,83,26
32322,76,108
32323,106,106
32324,84,67
32325,20,19
32326,102,102
32327,109,108
32328,86,122
32329,27,27
32330,77,104
32331,61,53
32332,81,85
32333,109,108
32334,116,112
32335,28,49
32336,103,103
32337,112,108
32338,73,133
32339,106,106
32340,108,108
32341,71,70
32342,113,42
32343,113,106
32344,35,49
32345,77,77
32346,27,127
32347,54,67
32348,37,36
32349,116,108
32350,110,108
32351,98,77
32352,2,108
32353,34,103
32354,51,99
32355,27,100
32356,109,109
32357,111,67
32358,19,19
32359,9,1
32360,70,100
32361,84,85
32362,104,103
32363,108,108
32364,102,103
32365,124,125
32366,26,21
32367,35,19
32368,25,132
32369,24,28
32370,113,108
32371,20,83
32372,53,51
32373,111,86
32374,26,108
32375,100,29
32376,126,17
32377,22,34
32378,53,53
32379,70,70
32380,19,19
32381,132,132
32382,98,126
32383,16,34
32384,108,108
32385,102,133
32386,73,105
32387,85,82
32388,66,71
32389,26,84
32390,112,103
32391,103,103
32392,28,28
32393,107,17
32394,124,58
32395,77,77
32396,104,103
32397,19,34
32398,70,70
32399,84,26
32400,53,52
32401,84,85
32402,82,82
32403,72,110
32404,80,34
32405,132,132
32406,124,85
32407,70,70
32408,76,101
32409,77,77
32410,25,49
32411,81,103
32412,25,34
32413,108,109
32414,108,108
32415,80,127
32416,56,70
32417,134,108
32418,115,58
32419,80,79
32420,71,70
32421,76,108
32422,132,104
32423,56,70
32424,86,86
32425,109,108
32426,101,53
32427,25,49
32428,81,81
32429,84,88
32430,48,55
32431,86,108
32432,17,43
32433,108,0
32434,71,83
32435,77,77
32436,70,100
32437,26,26
32438,73,106
32439,91,91
32440,49,22
32441,124,43
32442,104,134
32443,25,67
32444,132,133
32445,126,108
32446,113,27
32447,67,70
32448,76,108
32449,68,113
32450,23,55
32451,52,100
32452,25,25
32453,79,79
32454,67,25
32455,103,103
32456,127,28
32457,19,19
32458,66,24
32459,71,70
32460,112,80
32461,76,9
32462,108,108
32463,82,82
32464,109,108
32465,101,49
32466,44,108
32467,113,113
32468,109,109
32469,100,100
32470,17,85
32471,43,36
32472,23,49
32473,49,22
32474,90,91
32475,27,88
32476,104,104
32477,25,34
32478,134,132
32479,111,85
32480,71,70
32481,129,36
32482,113,133
32483,134,26
32484,70,70
32485,84,84
32486,25,25
32487,104,103
32488,106,58
32489,19,18
32490,76,108
32491,108,108
32492,102,103
32493,122,121
32494,77,113
32495,77,77
32496,66,84
32497,92,91
32498,61,77
32499,2,108
32500,50,22
32501,126,108
32502,11,43
32503,70,70
32504,108,108
32505,86,82
32506,76,36
32507,0,108
32508,128,19
32509,80,79
32510,29,52
32511,96,77
32512,37,43
32513,25,20
32514,18,83
32515,34,22
32516,49,49
32517,25,19
32518,55,70
32519,73,106
32520,100,53
32521,26,85
32522,52,52
32523,6,126
32524,113,77
32525,103,103
32526,111,75
32527,100,52
32528,26,84
32529,132,82
32530,78,28
32531,45,108
32532,52,100
32533,44,66
32534,21,21
32535,127,92
32536,85,85
32537,88,121
32538,132,70
32539,45,133
32540,79,25
32541,99,77
32542,37,77
32543,72,43
32544,49,49
32545,102,108
32546,84,84
32547,25,19
32548,1,1
32549,108,108
32550,28,28
32551,112,77
32552,34,34
32553,84,100
32554,85,85
32555,108,108
32556,68,132
32557,86,85
32558,84,26
32559,99,52
32560,133,133
32561,22,22
32562,17,81
32563,26,70
32564,85,85
32565,104,104
32566,111,70
32567,26,113
32568,55,55
32569,80,75
32570,48,24
32571,101,100
32572,91,91
32573,126,108
32574,110,108
32575,77,77
32576,96,43
32577,92,71
32578,1,58
32579,109,108
32580,111,26
32581,111,70
32582,35,77
32583,20,19
32584,102,106
32585,25,25
32586,27,28
32587,35,22
32588,100,100
32589,78,25
32590,84,84
32591,103,103
32592,48,55
32593,102,55
32594,0,1
32595,76,58
32596,84,132
32597,129,71
32598,26,91
32599,58,59
32600,104,133
32601,122,66
32602,79,88
32603,102,132
32604,106,106
32605,108,108
32606,132,133
32607,115,58
32608,22,67
32609,108,108
32610,51,100
32611,108,108
32612,44,85
32613,65,22
32614,89,85
32615,52,100
32616,76,108
32617,70,70
32618,73,106
32619,78,79
32620,49,49
32621,46,27
32622,73,133
32623,85,70
32624,85,85
32625,25,101
32626,24,25
32627,103,103
32628,9,108
32629,0,108
32630,50,49
32631,81,82
32632,103,103
32633,123,85
32634,46,36
32635,69,70
32636,80,126
32637,78,80
32638,68,25
32639,113,58
32640,54,22
32641,19,25
32642,37,43
32643,70,70
32644,91,91
32645,48,26
32646,58,58
32647,113,1
32648,108,108
32649,55,49
32650,134,108
32651,124,125
32652,112,108
32653,108,75
32654,21,70
32655,85,84
32656,70,70
32657,100,67
32658,131,70
32659,104,134
32660,54,67
32661,108,108
32662,70,101
32663,20,19
32664,76,108
32665,43,85
32666,134,103
32667,102,104
32668,101,51
32669,19,19
32670,79,80
32671,109,108
32672,83,83
32673,123,122
32674,71,70
32675,6,108
32676,31,22
32677,70,70
32678,108,108
32679,106,106
32680,70,87
32681,34,19
32682,112,79
32683,101,49
32684,66,80
32685,49,22
32686,45,36
32687,106,113
32688,103,103
32689,81,84
32690,97,108
32691,51,52
32692,2,108
32693,97,108
32694,122,127
32695,9,103
32696,77,77
32697,86,22
32698,108,108
32699,80,121
32700,18,70
32701,102,103
32702,103,103
32703,20,91
32704,99,99
32705,134,108
32706,75,71
32707,34,22
32708,69,69
32709,77,58
32710,77,84
32711,54,55
32712,64,77
32713,24,35
32714,75,108
32715,24,121
32716,16,34
32717,86,103
32718,85,85
32719,134,58
32720,108,108
32721,77,77
32722,129,36
32723,70,70
32724,19,34
32725,41,77
32726,109,108
32727,106,106
32728,34,79
32729,109,108
32730,113,108
32731,77,78
32732,104,104
32733,112,9
32734,24,100
32735,34,34
32736,104,103
32737,22,22
32738,9,109
32739,16,34
32740,82,81
32741,54,22
32742,90,67
32743,49,25
32744,91,91
32745,78,80
32746,85,85
32747,75,1
32748,104,132
32749,80,86
32750,18,17
32751,121,121
32752,43,43
32753,36,42
32754,97,108
32755,36,75
32756,24,132
32757,59,57
32758,75,108
32759,108,108
32760,96,108
32761,130,88
32762,75,108
32763,96,108
32764,110,108
32765,47,77
32766,34,19
32767,48,49
32768,78,91
32769,34,34
32770,73,112
32771,118,91
32772,111,1
32773,69,67
32774,34,22
32775,91,91
32776,28,92
32777,103,103
32778,55,70
32779,106,113
32780,59,106
32781,108,44
32782,78,28
32783,79,79
32784,104,103
32785,132,132
32786,38,80
32787,22,21
32788,82,82
32789,72,72
32790,24,55
32791,86,85
32792,84,49
32793,78,28
32794,45,58
32795,106,106
32796,98,98
32797,103,103
32798,72,17
32799,101,99
32800,49,22
32801,118,83
32802,26,24
32803,35,22
32804,116,113
32805,88,85
32806,98,77
32807,58,77
32808,10,108
32809,100,53
32810,55,70
32811,48,48
32812,40,103
32813,9,109
32814,35,22
32815,108,108
32816,99,51
32817,108,108
32818,99,100
32819,21,55
32820,54,49
32821,104,103
32822,102,103
32823,103,103
32824,99,100
32825,91,77
32826,6,79
32827,0,108
32828,55,70
32829,110,108
32830,108,108
32831,53,52
32832,112,113
32833,37,36
32834,108,108
32835,23,77
32836,113,85
32837,108,108
32838,22,49
32839,74,84
32840,103,103
32841,57,26
32842,79,80
32843,44,103
32844,55,55
32845,110,108
32846,48,48
32847,108,43
32848,26,80
32849,86,85
32850,61,108
32851,108,108
32852,35,101
32853,89,85
32854,109,108
32855,134,108
32856,92,92
32857,89,42
32858,26,85
32859,55,55
32860,101,101
32861,111,108
32862,26,79
32863,22,49
32864,89,36
32865,103,103
32866,34,99
32867,88,88
32868,134,103
32869,15,18
32870,56,71
32871,108,108
32872,65,77
32873,44,108
32874,127,108
32875,86,85
32876,109,108
32877,103,103
32878,70,70
32879,26,132
32880,26,75
32881,90,25
32882,59,71
32883,103,103
32884,103,103
32885,32,34
32886,103,52
32887,99,100
32888,49,55
32889,96,108
32890,64,98
32891,113,102
32892,70,70
32893,84,85
32894,33,25
32895,103,103
32896,68,55
32897,80,79
32898,28,79
32899,19,19
32900,64,26
32901,85,85
32902,84,84
32903,71,55
32904,128,79
32905,59,80
32906,1,1
32907,0,77
32908,60,60
32909,78,22
32910,43,85
32911,34,23
32912,108,108
32913,27,79
32914,38,108
32915,29,29
32916,32,78
32917,70,70
32918,108,108
32919,103,133
32920,103,67
32921,84,84
32922,66,1
32923,25,24
32924,133,133
32925,108,108
32926,63,58
32927,22,22
32928,126,126
32929,64,77
32930,108,108
32931,87,22
32932,113,84
32933,126,126
32934,49,48
32935,68,55
32936,100,100
32937,86,85
32938,25,84
32939,108,108
32940,20,34
32941,99,52
32942,108,108
32943,66,66
32944,112,112
32945,18,99
32946,70,70
32947,28,79
32948,75,77
32949,11,85
32950,77,108
32951,54,55
32952,78,79
32953,92,55
32954,58,58
32955,70,70
32956,129,77
32957,67,67
32958,52,52
32959,111,26
32960,34,19
32961,111,108
32962,80,25
32963,68,67
32964,58,113
32965,133,103
32966,77,77
32967,102,58
